id,common_name,scientific_name,cycle,watering,sunlight
915,Devil's walking stick,Aralia spinosa,Perennial,Average,"full sun, part shade"
916,New Caledonian pine,Araucaria columnaris,Perennial,Average,Full sun
917,Norfolk Island pine,Araucaria heterophylla,Perennial,Average,Part shade
918,hybrid strawberry tree,Arbutus andrachnoides,Perennial,Average,Full sun
919,strawberry tree,Arbutus unedo 'Oktoberfest',Perennial,Minimum,"Full sun,  Part sun/part shade,  Sheltered"
920,common bearberry,Arctostaphylos uva-ursi,Perennial,Minimum,Full sun Partial sun
921,common bearberry,Arctostaphylos uva-ursi 'Big Bear',Perennial,Average,part sun/part shade
922,common bearberry,Arctostaphylos uva-ursi 'Massachusetts',Perennial,Minimum,Full sun Partial sun
923,bearberry,Arctostaphylos uva-ursi 'Wood's Red',Perennial,Minimum,Full sun Partial sun
924,African daisy,Arctotis hybrida,Herbaceous Perennial,Average,Full sun
925,hen's eyes,Ardisia crenata,Perennial,Average,"part shade, part sun/part shade"
926,marlberry,Ardisia japonica,Perennial,Average,"Part shade, full shade"
927,Argan tree,Argania spinosa,Perennial,Average,Full sun
928,prickly poppy,Argemone polyanthemos,Annual,Minimum,Full sun
929,cobbitty daisy,Argyranthemum frutescens,Herbaceous Perennial,Average,Full sun
930,arisaema,Arisaema engleri,Herbaceous Perennial,Frequent,"Part shade, full shade"
931,Japanese cobra lily,Arisaema kishidae 'Silver Pattern',Herbaceous Perennial,Frequent,"part shade, part sun/part shade"
932,arisaema,Arisaema kiushianum,Herbaceous Perennial,Frequent,"Part shade, full shade"
933,arisaema,Arisaema serratum,Herbaceous Perennial,Average,"part shade, part sun/part shade"
934,arisaema,Arisaema ternatipartitum,Herbaceous Perennial,Frequent,"Part shade, full shade"
935,arisaema,Arisaema thunbergii,Herbaceous Perennial,Frequent,part sun/part shade
936,arisaema,Arisaema thunbergii subsp. urashima,Herbaceous Perennial,Frequent,"Part shade, full shade"
937,jack-in-the-pulpit,Arisaema triphyllum,Herbaceous Perennial,Frequent,Deciduous Shade (Spring Sun)
938,aristea,Aristea platycaulis,Herbaceous Perennial,Average,"Full sun, part shade"
939,birthwort,Aristolochia clematitis,Herbaceous Perennial,Average,"full sun, part shade"
940,pelican flower,Aristolochia gigantea,Perennial,Average,"Full sun, part shade"
941,birthwort,Aristolochia leuconeura,Perennial,Average,"Full sun, part shade"
942,Dutchman's pipe,Aristolochia macrophylla,Perennial,Average,"Full sun, part shade"
943,birthwort,Aristolochia manshuriensis,Perennial,Average,"full sun, part shade"
944,Dutchman's pipe,Aristolochia tomentosa,Perennial,Average,"Full sun, part shade"
945,sea thrift,Armeria maritima,Herbaceous Perennial,Minimum,Full sun
946,sea thrift,Armeria maritima 'Bloodstone',Herbaceous Perennial,Minimum,Full sun
947,thrift,Armeria maritima 'Little Penny',Herbaceous Perennial,Frequent,full sun
948,sea thrift,Armeria maritima 'Morning Star White',Herbaceous Perennial,Minimum,Full sun
949,sea thrift,Armeria maritima 'Rubrifolia',Herbaceous Perennial,Minimum,Full sun
950,thrift,Armeria maritima 'Splendens',Herbaceous Perennial,Minimum,Full sun
951,sea thrift,Armeria 'Nifty Thrifty',Herbaceous Perennial,Minimum,Full sun
952,thrift,Armeria pseudarmeria 'Ballerina Lilac',Herbaceous Perennial,Minimum,Full sun
953,thrift,Armeria pseudarmeria 'Dream Weaver',Herbaceous Perennial,Minimum,Full sun
954,horseradish,Armoracia rusticana,Herbaceous Perennial,Average,full sun
955,pale Indian plantain,Arnoglossum atriplicifolium,Herbaceous Perennial,Average,"Full sun, part shade"
956,great Indian plantain,Arnoglossum reniforme,Herbaceous Perennial,Average,full sun
957,chokeberry,Aronia arbutifolia,Perennial,Average,"full sun, part shade, full shade"
958,chokeberry,Aronia arbutifolia 'Brilliantissima',Perennial,Average,"full sun, part shade"
959,black chokeberry,Aronia melanocarpa,Perennial,Average,"full sun, part shade"
960,black chokeberry,Aronia melanocarpa 'Autumn Magic',Perennial,Frequent,"Sun,  Partial Shade"
961,black chokeberry,Aronia melanocarpa 'Estland',Perennial,Frequent,"Sun,  Partial Shade"
962,black chokeberry,Aronia melanocarpa 'Morton' IROQUOIS BEAUTY,Perennial,Frequent,"Sun,  Partial Shade"
963,black chokeberry,Aronia melanocarpa 'Professor Ed',Perennial,Frequent,"Sun,  Partial Shade"
964,black chokeberry,Aronia melanocarpa 'Ground Hug',Perennial,Frequent,"Sun, Partial Shade"
965,black chokeberry,Aronia melanocarpa 'UCONNAM165' LOW SCAPE MOUND,Perennial,Frequent,"Sun,  Partial Shade"
966,black chokeberry,Aronia melanocarpa var. elata,Perennial,Frequent,"full sun, part shade"
967,black chokeberry,Aronia melanocarpa 'Viking',Perennial,Average,full sun
968,purple-fruited chokeberry,Aronia prunifolia,Perennial,Average,"full sun, part shade"
969,southernwood,Artemisia abrotanum,Herbaceous Perennial,Minimum,Sun
970,wormwood,Artemisia absinthium,Herbaceous Perennial,Minimum,Full sun
971,mugwort,Artemisia afra,Herbaceous Perennial,Minimum,Full sun
972,California sagebrush,Artemisia californica 'Canyon Gray',Perennial,Minimum,"Full sun, part shade"
973,wormwood,Artemisia capillaris,Herbaceous Perennial,Minimum,Full sun
974,tarragon,Artemisia dracunculus,Herbaceous Perennial,Average,"full sun, part shade"
975,French tarragon,Artemisia dracunculus 'Sativa',Herbaceous Perennial,Minimum,"full sun, part shade"
976,silky wormwood,Artemisia frigida,Herbaceous Perennial,Minimum,Sun
977,white mugwort,Artemisia lactiflora (Guizhou Group),Herbaceous Perennial,Average,"full sun, part sun/part shade"
978,white sage,Artemisia ludoviciana,Herbaceous Perennial,Minimum,Full sun
979,western mugwort,Artemisia ludoviciana 'Silver Frost',Herbaceous Perennial,Minimum,"full sun, part shade"
980,white sage,Artemisia ludoviciana 'Silver King',Herbaceous Perennial,Minimum,Full sun
981,western mugwort,Artemisia ludoviciana 'Valerie Finnis',Herbaceous Perennial,Minimum,Full sun
982,wormwood,Artemisia 'Powis Castle',Herbaceous Perennial,Minimum,Full sun
983,wormwood,Artemisia 'Tiny Green',Herbaceous Perennial,Minimum,Full sun
984,mugwort,Artemisia vulgaris,Herbaceous Perennial,Average,"full sun, part shade"
985,wormwood,Artemisia vulgaris 'Cragg-Barber Eye',Herbaceous Perennial,Minimum,"full sun, part shade"
986,wormwood,Artemisia vulgaris 'Janlim' ORIENTAL LIMELIGHT,Herbaceous Perennial,Minimum,"full sun, part shade"
987,rienga lily,Arthropodium cirrhatum,Herbaceous Perennial,Minimum,Part shade
988,breadfruit,Artocarpus altilis,Perennial,Average,"full sun, part shade"
989,jackfruit,Artocarpus heterophyllus,Perennial,Frequent,Full sun
990,Italian arum,Arum italicum,Herbaceous Perennial,Average,part sun/part shade
991,Italian arum,Arum italicum subsp. italicum 'Marmoratum',Herbaceous Perennial,Average,"Part shade, full shade"
992,goat's beard,Aruncus aethusifolius,Herbaceous Perennial,Frequent,"Full sun, part shade"
993,goat's beard,Aruncus dioicus,Herbaceous Perennial,Frequent,"Full sun, part shade"
994,goatsbeard,Aruncus dioicus 'Kneiffii',Herbaceous Perennial,Frequent,"Full sun, part shade"
995,goatsbeard,Aruncus dioicus 'Zweiweltenkind',Herbaceous Perennial,Frequent,"Full sun, part shade"
996,aruncus,Aruncus 'Horatio',Herbaceous Perennial,Frequent,"Full sun, part shade"
997,aruncus,Aruncus 'Misty Lace',Herbaceous Perennial,Frequent,"Full sun, part shade"
998,bamboo orchid,Arundina graminifolia,Perennial,Average,Part shade
999,giant cane bamboo,Arundinaria gigantea,Perennial,Average,full sun
1000,giant reed,Arundo donax,Perennial,Frequent,"Full sun, part shade"
1001,trailing snapdragon,Asarina procumbens,Herbaceous Perennial,Average,"full sun, part shade"
1002,wild ginger,Asarum canadense,Herbaceous Perennial,Frequent,"Partial Shade,  Shade"
1003,wild ginger,Asarum caudatum,Herbaceous Perennial,Average,Shade
1004,European wild ginger,Asarum europaeum,Herbaceous Perennial,Frequent,"Part shade, full shade"
1005,wild ginger,Asarum shuttleworthii,Herbaceous Perennial,Frequent,"Part shade, full shade"
1006,wild ginger,Asarum splendens 'Quicksilver',Herbaceous Perennial,Frequent,"Part shade, full shade"
1007,blood flower,Asclepias curassavica,Herbaceous Perennial,Average,full sun
1008,prairie milkweed,Asclepias hirtella,Herbaceous Perennial,Minimum,Sun
1009,swamp milkweed,Asclepias incarnata,Herbaceous Perennial,Frequent,Sun
1010,swamp milkweed,Asclepias incarnata 'Cinderella',Herbaceous Perennial,Frequent,Sun
1011,swamp milkweed,Asclepias incarnata 'Ice Ballet',Herbaceous Perennial,Frequent,Sun
1012,swamp milkweed,Asclepias incarnata 'Soulmate',Herbaceous Perennial,Frequent,Sun
1013,purple milkweed,Asclepias purpurascens,Herbaceous Perennial,Minimum,Full sun
1014,fourleaf milkweed,Asclepias quadrifolia,Herbaceous Perennial,Minimum,"Full sun, part shade"
1015,showy milkweed,Asclepias speciosa,Herbaceous Perennial,Minimum,Full sun
1016,prairie milkweed,Asclepias sullivantii,Herbaceous Perennial,Frequent,Full sun
1017,common milkweed,Asclepias syriaca,Herbaceous Perennial,Minimum,Sun
1018,butterfly weed,Asclepias tuberosa,Herbaceous Perennial,Minimum,Full sun Partial sun
1019,butterfly weed,Asclepias tuberosa 'Blonde Bombshell',Herbaceous Perennial,Minimum,Full sun Partial sun
1020,butterfly weed,Asclepias tuberosa 'Hello Yellow',Herbaceous Perennial,Minimum,Full sun Partial sun
1021,whorled milkweed,Asclepias verticillata,Herbaceous Perennial,Minimum,"Full sun, part shade"
1022,green milkweed,Asclepias viridis,Herbaceous Perennial,Minimum,Full sun
1023,Sprenger's asparagus fern,Asparagus densiflorus,Herbaceous Perennial,Average,part shade
1024,asparagus fern,Asparagus densiflorus 'Myersii',Herbaceous Perennial,Average,part shade
1025,asparagus fern,Asparagus densiflorus 'Sprengeri',Herbaceous Perennial,Minimum,part shade
1026,asparagus,Asparagus officinalis,Herbaceous Perennial,Average,Full sun
1027,asparagus,Asparagus officinalis 'Jersey Knight',Herbaceous Perennial,Average,Full sun
1028,asparagus,Asparagus officinalis 'Mary Washington',Herbaceous Perennial,Average,Full sun
1029,asparagus,Asparagus officinalis 'Purple Passion',Herbaceous Perennial,Average,Full sun
1030,Ming fern,Asparagus retrofractus,Herbaceous Perennial,Average,"Full sun, part shade"
1031,asparagus fern,Asparagus setaceus,Perennial,Frequent,part shade
1032,woodruff,Asperula gussonii,Herbaceous Perennial,Minimum,Full sun
1033,woodruff,Asperula tinctoria,Herbaceous Perennial,Average,Full sun
1034,king's spear,Asphodeline lutea,Herbaceous Perennial,Average,Full sun
1035,white-flowered asphodel,Asphodelus albus,Herbaceous Perennial,Average,"Full sun, part shade"
1036,cast-iron plant,Aspidistra elatior,Herbaceous Perennial,Average,"part shade, full shade"
1037,walking spleenwort,Asplenium ebenoides,Perennial,Average,"Part shade, full shade"
1038,bird's nest fern,Asplenium nidus 'Antiquum',Perennial,Average,"full sun, part shade, full shade"
1039,ebony spleenwort,Asplenium platyneuron,Perennial,Minimum,"Partial Shade,  Shade"
1040,hart's tongue fern,Asplenium scolopendrium,Perennial,Average,"Deep shade,  Filtered shade,  Full sun,  Part sun/part shade"
1041,hart's tongue fern,Asplenium scolopendrium (Crispum Group),Perennial,Average,"Deep shade,  Filtered shade,  Full sun,  Part sun/part shade"
1042,hart's tongue fern,Asplenium scolopendrium (Undulatum Group),Perennial,Average,"Deep shade,  Filtered shade,  Full sun,  Part sun/part shade"
1043,maidenhair spleenwort,Asplenium trichomanes,Perennial,Average,"Part shade, full shade"
1044,Italian aster,Aster amellus 'Veilchenkönigin' VIOLET QUEEN,Herbaceous Perennial,Average,Full sun
1045,michaelmas daisy,Aster 'Celeste',Herbaceous Perennial,Average,Full sun
1046,aster,Aster frikartii 'Flora's Delight',Herbaceous Perennial,Average,"Full sun, part shade"
1047,aster,Aster frikartii 'Jungfrau',Herbaceous Perennial,Average,"Full sun, part shade"
1048,aster,Aster frikartii 'Monch',Herbaceous Perennial,Average,"Full sun, part shade"
1049,aster,Aster frikartii 'Wunder von Stafa',Herbaceous Perennial,Average,"Full sun, part shade"
1050,aster,Aster 'Little Carlow',Herbaceous Perennial,Average,Full sun
1051,tartarian aster,Aster tataricus,Herbaceous Perennial,Average,Full sun
1052,tatarian aster,Aster tataricus 'Jindai',Herbaceous Perennial,Average,Full sun
1053,aster,Aster 'Wood's Pink',Herbaceous Perennial,Average,Full sun
1054,aster,Aster 'Wood's Purple',Herbaceous Perennial,Average,Full sun
1055,astericus,Asteriscus maritimus,Herbaceous Perennial,Average,Full sun
1056,astilbe,Astilbe 'Alive and Kicking',Herbaceous Perennial,Average,"Part shade, full shade"
1057,astilbe,Astilbe arendsii 'Amethyst',Herbaceous Perennial,Average,"Part shade, full shade"
1058,astilbe,Astilbe arendsii ASTARY PINK,Herbaceous Perennial,Average,"Part shade, full shade"
1059,astilbe,Astilbe arendsii 'Augustleuchten' AUGUST LIGHT,Herbaceous Perennial,Average,"Part shade, full shade"
1060,astilbe,Astilbe arendsii 'Beauty of Ernst' COLOR FLASH,Herbaceous Perennial,Average,"Part shade, full shade"
1061,astilbe,Astilbe arendsii 'Fanal',Herbaceous Perennial,Average,"Part shade, full shade"
1062,astilbe,Astilbe arendsii 'Irrlicht',Herbaceous Perennial,Average,"Part shade, full shade"
1063,astilbe,Astilbe arendsii 'Rote Cattleya' RED CATTLEYA,Herbaceous Perennial,Average,"Part shade, full shade"
1064,astilbe,Astilbe arendsii 'Rotlicht' RED LIGHT,Herbaceous Perennial,Average,"Part shade, full shade"
1065,astilbe,Astilbe 'Burgunderrot' BURGUNDY RED,Herbaceous Perennial,Average,"Part shade, full shade"
1066,Chinese astilbe,Astilbe chinensis 'Darwin's Surprise',Herbaceous Perennial,Average,"Part shade, full shade"
1067,Chinese astilbe,Astilbe chinensis 'Diamonds and Pearls',Herbaceous Perennial,Average,"Part shade, full shade"
1068,Chinese astilbe,Astilbe chinensis 'Finale',Herbaceous Perennial,Average,"Part shade, full shade"
1069,Chinese astilbe,Astilbe chinensis 'Love and Pride',Herbaceous Perennial,Average,"Part shade, full shade"
1070,Chinese astilbe,Astilbe chinensis 'Purpurkerze' PURPLE CANDLE,Herbaceous Perennial,Average,"Part shade, full shade"
1071,Chinese astilbe,Astilbe chinensis var. davidii,Herbaceous Perennial,Average,"Part shade, full shade"
1072,Chinese astilbe,Astilbe chinensis var. pumila,Herbaceous Perennial,Average,part shade
1073,Chinese astilbe,Astilbe chinensis var. taquetii 'Superba',Herbaceous Perennial,Minimum,"Part shade, full shade"
1074,Chinese astilbe,Astilbe chinensis 'Vision in Red',Herbaceous Perennial,Average,"Part shade, full shade"
1075,Chinese astilbe,Astilbe chinensis 'Visions',Herbaceous Perennial,Average,"Part shade, full shade"
1076,astilbe,Astilbe 'Darwin's Dream',Herbaceous Perennial,Average,"Part shade, full shade"
1077,astilbe,Astilbe 'Delft Lace',Herbaceous Perennial,Average,"Part shade, full shade"
1078,astilbe,Astilbe 'Deutschland',Herbaceous Perennial,Average,"Part shade, full shade"
1079,astilbe,Astilbe 'Erica',Herbaceous Perennial,Average,"Part shade, full shade"
1080,astilbe,Astilbe 'Federsee',Herbaceous Perennial,Average,"Part shade, full shade"
1081,astilbe,Astilbe 'Flamingo',Herbaceous Perennial,Average,"Part shade, full shade"
1082,astilbe,Astilbe 'Heart and Soul',Herbaceous Perennial,Average,"Part shade, full shade"
1083,Florist's spiraea,Astilbe japonica,Herbaceous Perennial,Average,"Part shade, full shade"
1084,astilbe,Astilbe japonica 'Montgomery',Herbaceous Perennial,Average,"Part shade, full shade"
1085,astilbe,Astilbe 'Professor Van der Wielen',Herbaceous Perennial,Average,"Part shade, full shade"
1086,astilbe,Astilbe 'Radius',Herbaceous Perennial,Average,"Part shade, full shade"
1087,astilbe,Astilbe 'Red Sentinel',Herbaceous Perennial,Average,"Part shade, full shade"
1088,astilbe,Astilbe 'Rheinland',Herbaceous Perennial,Average,"Part shade, full shade"
1089,astilbe,Astilbe rosea 'Peach Blossom',Herbaceous Perennial,Average,"Part shade, full shade"
1090,astilbe,Astilbe simplicifolia,Herbaceous Perennial,Average,"Part shade, full shade"
1091,astilbe,Astilbe 'Snowdrift',Herbaceous Perennial,Average,"Part shade, full shade"
1092,astilbe,Astilbe 'Sprite',Herbaceous Perennial,Average,"Part shade, full shade"
1093,astilbe,Astilbe 'Straussenfeder' OSTRICH PLUME,Herbaceous Perennial,Average,"Part shade, full shade"
1094,astilbe,Astilbe 'Verscarmine' YOUNIQUE CARMINE,Herbaceous Perennial,Average,"Part shade, full shade"
1095,astilboides,Astilboides tabularis,Herbaceous Perennial,Average,"Part shade, full shade"
